step,action_direction,action_tp_mult,position,balance,equity,max_drawdown_pct
7152,-0.3001591,-0.13240272,-1,10162.867095691141,10158.742134487553,5.8393
7153,-0.28829563,-0.15622962,-1,10162.867095691141,10140.592305191762,6.0075
7160,0.6777657,0.2172041,1,10101.756955222825,10091.177077305343,6.4655
7161,0.70907474,0.23452628,0,10405.367244659275,10405.367244659275,3.5533
7162,0.47242403,0.002141714,1,10405.267244659275,10399.754259017576,3.6054
7163,0.4619224,0.0010203123,1,10405.267244659275,10384.685431596936,3.745
7165,0.2368511,-0.3223772,1,10405.267244659275,10373.291927937422,3.8506
7166,0.20579433,-0.400025,1,10405.267244659275,10351.975050122855,4.0482
7171,0.3255782,-0.0032668114,1,10306.852334048981,10302.042088211874,4.511
7172,0.24697387,0.01867354,1,10306.852334048981,10331.224246290321,4.2406
7174,0.33244514,-0.37869966,1,10306.852334048981,10282.801104863447,4.6894
7175,0.36228025,-0.4330219,1,10306.852334048981,10295.949110151538,4.5675
7176,0.48323655,-0.48487395,1,10306.852334048981,10305.89028488156,4.4754
7177,0.4812398,-0.40069854,1,10306.852334048981,10322.245120727723,4.3238
7178,0.38791263,-0.1626854,1,10306.852334048981,10325.131268229985,4.297
7179,0.2643578,-0.09564662,1,10306.852334048981,10263.239438459213,4.8707
7181,0.22964716,0.0090225935,0,10239.737951655065,10239.737951655065,5.0885
7182,0.23355222,0.022001028,0,10239.737951655065,10239.737951655065,5.0885
7184,0.23347569,0.02735722,0,10239.737951655065,10239.737951655065,5.0885
7185,0.22077167,0.02144587,0,10239.737951655065,10239.737951655065,5.0885
7186,-0.22813046,0.078612685,0,10239.737951655065,10239.737951655065,5.0885
7187,-0.21975225,-0.0286932,0,10239.737951655065,10239.737951655065,5.0885
7200,-0.3065359,-0.06729281,-1,10239.637951655064,10234.545963011831,5.1367
7207,0.3442192,-0.007989109,1,10360.86740601101,10356.104587325133,4.0099
7208,0.3205322,-0.00816977,0,10289.538526167764,10289.538526167764,4.6269
7209,0.25802732,0.010707378,1,10289.438526167763,10286.015897438567,4.6596
7211,-0.2713201,-0.36582947,1,10289.438526167763,10295.82743312893,4.5687
7221,0.2745247,-0.08790159,1,10236.238886169078,10232.205209978123,5.1584
7222,0.62378883,0.092348814,1,10236.238886169078,10202.624917911122,5.4325
7223,0.36197186,-0.12704873,0,10180.036331241774,10180.036331241774,5.6419
7224,0.44569135,0.040447116,1,10179.936331241774,10173.892548417118,5.6989
7229,0.41897893,-0.0124133825,1,10089.093249117292,10083.879131811456,6.5332
7230,0.3942449,-0.010702491,1,10089.093249117292,10023.395371063747,7.0938
7233,-0.24548125,0.0025098324,0,10004.55006137265,10004.55006137265,7.2685
7234,-0.26033413,-0.05526042,-1,10004.45006137265,10000.010528627243,7.3106
7235,-0.3061087,-0.025995135,0,9952.359543826526,9952.359543826526,7.7522
7237,-0.46012777,-0.09083575,-1,9952.259543826525,9944.409217520064,7.8259
7241,0.65614176,-0.53859216,-1,9952.259543826525,9894.690484245795,8.2868
7242,0.88863134,-0.17018211,0,9860.672403584456,9860.672403584456,8.6021
7246,0.22242022,-0.21048695,0,9860.672403584456,9860.672403584456,8.6021
7247,0.22679305,-0.23827326,0,9860.672403584456,9860.672403584456,8.6021
7249,0.22667575,-0.3499307,0,9860.672403584456,9860.672403584456,8.6021
7250,0.2520547,-0.3545658,1,9860.572403584456,9855.975837885147,8.6456
7251,0.256907,-0.28252363,1,9860.572403584456,9852.298585325703,8.6797
7252,-0.34126645,-0.14776248,0,9810.863828807638,9810.863828807638,9.0637
7254,-0.25043106,-0.08632481,-1,9810.763828807638,9806.975587562822,9.0998
7266,0.22816408,0.016378164,0,9761.624928089148,9761.624928089148,9.5201
7282,-0.49189663,0.06385827,-1,9761.524928089148,9754.507814771276,9.5861
7283,-0.39227217,0.18190491,0,9665.490720110247,9665.490720110247,10.4112
7284,-0.59568924,0.0784812,-1,9665.390720110247,9656.610022603925,10.4935
7290,-0.27050078,-0.4037149,-1,9665.390720110247,9766.661431349832,9.4735
7292,0.30908167,0.09477234,1,9904.633183880436,9900.318499202964,8.2346
7293,0.29301858,0.08700824,1,9904.633183880436,9920.453694364505,8.048
7294,0.34216166,-0.31621945,1,9904.633183880436,9910.961388074064,8.1359
7295,-0.29234982,-0.43217772,1,9904.633183880436,9958.135273881098,7.6987
7297,0.2525823,-0.58334404,1,9904.633183880436,9959.573502106923,7.6854
7298,0.5673866,-0.40267682,1,9904.633183880436,9971.366973558681,7.5761
7299,0.6472814,-0.30299354,1,9904.633183880436,9988.338066623408,7.4188
7300,0.43087125,-0.122062385,1,9904.633183880436,9946.34180242934,7.808
7301,0.24260736,-0.09544814,1,9904.633183880436,9930.521291945275,7.9547
7323,0.20606875,-0.35869384,0,10032.89071101208,10032.89071101208,7.0058
7324,0.20694542,-0.32796597,0,10032.89071101208,10032.89071101208,7.0058
7325,0.23154008,-0.30909425,0,10032.89071101208,10032.89071101208,7.0058
7326,0.24647331,-0.289854,0,10032.89071101208,10032.89071101208,7.0058
7327,0.2345494,-0.32068038,0,10032.89071101208,10032.89071101208,7.0058
7328,0.24193728,-0.29536247,0,10032.89071101208,10032.89071101208,7.0058
7331,-0.4038381,-0.23147321,-1,10032.79071101208,10020.764571993555,7.1182
7333,-0.31173265,-0.76261586,-1,10032.79071101208,10168.285210620807,5.7508
7334,-0.5748544,-0.79827857,0,10176.100220187544,10176.100220187544,5.6784
7335,-0.27601206,-0.015332162,-1,10176.000220187543,10168.793958156744,5.7461
7336,-0.40287745,0.024608731,-1,10176.000220187543,10166.872288281867,5.7639
7337,-0.7853081,-0.45452493,-1,10176.000220187543,10200.98192856098,5.4478
7338,-0.3249414,-0.230533,-1,10176.000220187543,10203.384015904583,5.4255
7339,0.43628967,-0.15557861,-1,10176.000220187543,10216.35528756002,5.3053
7340,0.7240325,-0.12989223,-1,10176.000220187543,10210.59027793538,5.3587
7341,0.4403776,-0.3910843,-1,10176.000220187543,10224.522384528256,5.2296
7342,0.3580935,-0.1510849,-1,10176.000220187543,10200.02109362354,5.4567
7386,0.22871351,-0.084073305,0,10287.48799981142,10287.48799981142,4.6459
7387,0.24555469,-0.045440376,0,10287.48799981142,10287.48799981142,4.6459
7388,0.21164954,-0.044964135,0,10287.48799981142,10287.48799981142,4.6459
7389,0.26554132,0.026732206,1,10287.387999811419,10282.14183475071,4.6955
7391,-0.2104814,-0.64460695,1,10287.387999811419,10302.776750656169,4.5042
7392,-0.3527738,-0.4816634,0,10398.118639251416,10398.118639251416,3.6205
7436,-0.27255595,-0.16033131,-1,10398.018639251415,10392.414547858398,3.6734
7437,-0.29084027,-0.09280568,0,10502.29360220161,10502.29360220161,2.6549
7438,-0.23572135,-0.08166218,0,10502.29360220161,10502.29360220161,2.6549
7439,-0.22949791,-0.073497295,0,10502.29360220161,10502.29360220161,2.6549
7452,-0.26995468,-0.115860224,-1,10502.193602201609,10498.101642765898,2.6938
7454,0.31608558,-0.03719127,-1,10502.193602201609,10476.277859108768,2.8961
7455,0.34791887,-0.05299747,0,10609.029728337002,10609.029728337002,1.6656
7512,0.27021444,-0.017700553,1,10608.929728337002,10601.106340004475,1.739
7513,0.2907207,-0.0075061917,1,10608.929728337002,10606.84349144833,1.6859
7515,0.2659428,-4.4345856e-05,1,10551.495468128618,10543.606774640006,2.272
7517,-0.3433842,-0.7549338,1,10551.495468128618,10563.06555191192,2.0916
7533,-0.24707568,-0.13120687,0,10495.373048738196,10495.373048738196,2.7191
7534,-0.25163722,-0.115985334,-1,10495.273048738196,10486.545817185382,2.8009
7535,-0.26885176,-0.09519988,0,10442.452518720915,10442.452518720915,3.2096
7536,-0.21101224,-0.22318262,0,10442.452518720915,10442.452518720915,3.2096
7538,-0.22072059,-0.16492403,0,10442.452518720915,10442.452518720915,3.2096
7539,-0.25832546,-0.09397811,-1,10442.352518720914,10436.656331910786,3.2633
7540,-0.2145201,-0.15511322,-1,10442.352518720914,10481.846080604475,2.8445
7542,-0.28284937,-0.6008755,0,10388.401492219267,10388.401492219267,3.7106
7545,0.43992054,0.015738368,1,10388.301492219267,10380.049428927188,3.788
7546,0.5441612,0.062389016,1,10388.301492219267,10431.212221338092,3.3138
7551,0.3171885,-0.45739472,0,10572.542851171667,10572.542851171667,2.0038
7618,0.48647594,-0.007984638,1,10572.442851171667,10561.10331908145,2.1098
7619,0.6128087,0.063418865,1,10572.442851171667,10616.289041920514,1.5983
7620,0.3230896,-0.50594044,1,10572.442851171667,10576.978664007758,1.9627
7644,0.20111394,-0.14809078,0,10469.577095781833,10469.577095781833,2.9582
7660,0.21281159,-0.04345572,0,10469.577095781833,10469.577095781833,2.9582
7661,0.22694325,-0.047822893,0,10469.577095781833,10469.577095781833,2.9582
7662,0.22067285,-0.049544096,0,10469.577095781833,10469.577095781833,2.9582
7665,0.49537265,0.0016235113,1,10469.477095781833,10463.941482779654,3.0104
7666,0.33922052,-0.030304193,1,10469.477095781833,10473.536545316765,2.9215
7699,-0.34423655,-0.044462442,-1,10365.65025214575,10357.110802254556,4.0006
7700,-0.347197,-0.065108,-1,10365.65025214575,10438.52022455061,3.246
7701,-0.6886655,-0.4537276,-1,10365.65025214575,10455.599124333005,3.0877
7702,-0.4839567,-0.51062083,0,10505.20797736493,10505.20797736493,2.6279
7736,0.21393847,0.028070807,0,10505.20797736493,10505.20797736493,2.6279
7737,0.24949944,0.02827251,0,10505.20797736493,10505.20797736493,2.6279
7745,0.28002322,-0.027603507,1,10505.107977364929,10501.08349887379,2.6661
7746,0.4093275,-0.034721613,1,10505.107977364929,10510.47394868645,2.5791
7748,0.27942836,-0.516999,1,10505.107977364929,10550.987032163916,2.2036
7749,0.20499468,-0.636842,0,10621.15203686044,10621.15203686044,1.5532
7750,0.40740764,-0.04203838,1,10621.05203686044,10615.097259107592,1.6094
7751,0.3802812,-0.049408615,1,10621.05203686044,10672.660110718456,1.0758
7802,0.21776474,0.029311657,0,10790.499458929542,10790.499458929542,0.0
7803,0.40253353,-0.036640704,1,10790.399458929542,10783.374869413916,0.066
7804,0.49287975,-0.07690132,1,10790.399458929542,10771.667220221207,0.1745
7805,0.21957779,-0.34264326,1,10790.399458929542,10744.973780061824,0.4219
7806,0.2102766,-0.61767596,1,10790.399458929542,10726.709847321197,0.5912
7808,0.45977545,-0.025237024,1,10703.428701919629,10690.97742315439,0.9223
7809,0.3411379,-0.019658208,0,10605.004307870591,10605.004307870591,1.7191
7811,0.20175624,-0.113253415,0,10605.004307870591,10605.004307870591,1.7191
7827,0.32070565,0.002993822,1,10604.90430787059,10596.086680550326,1.8017
7829,-0.35313833,-0.7168965,0,10536.882611399968,10536.882611399968,2.3504
7839,-0.24382573,-0.10584897,0,10536.882611399968,10536.882611399968,2.3504
7851,0.2141782,-0.12161529,0,10536.882611399968,10536.882611399968,2.3504
7911,0.37476707,-0.054009378,1,10536.782611399967,10530.651268849751,2.4081
7912,0.40827763,-0.043327987,1,10536.782611399967,10522.067389279448,2.4877
7927,0.27448726,0.012176394,1,10457.705079979329,10451.24407045689,3.144
7928,0.31021798,0.017293215,1,10457.705079979329,10437.891317443848,3.2678
7929,-0.2516371,-0.61546946,1,10457.705079979329,10461.581685692794,3.0482
7930,-0.2655409,-0.7154035,1,10457.705079979329,10440.475721252826,3.2438
7931,0.3884778,-0.08112162,1,10457.705079979329,10473.642236801346,2.9364
7932,0.59250426,0.1548928,1,10457.705079979329,10492.163797432337,2.7648
7933,0.5948918,0.040308237,1,10457.705079979329,10542.559671707366,2.2978
7934,0.35911298,-0.030518174,0,10573.225504348902,10573.225504348902,2.0136
7992,-0.20017147,-0.04091692,0,10573.225504348902,10573.225504348902,2.0136
8001,0.20904326,-0.05770421,0,10573.225504348902,10573.225504348902,2.0136
8008,0.25250936,-0.02276647,1,10573.125504348902,10569.024070148402,2.0525
8010,-0.35977912,0.12930977,1,10573.125504348902,10579.687799069703,1.9537
8012,0.22778392,0.17622137,1,10573.125504348902,10564.649207001201,2.093
8013,0.41762197,0.15161777,1,10573.125504348902,10581.875230643305,1.9334
8014,0.35494888,0.12571907,1,10573.125504348902,10574.766078029104,1.9993
8056,-0.20760685,-0.11726385,0,10519.72873718619,10519.72873718619,2.5093
8057,-0.21726102,-0.15325242,0,10519.72873718619,10519.72873718619,2.5093
8058,-0.2342956,-0.032600164,0,10519.72873718619,10519.72873718619,2.5093
8081,0.34098732,-0.057908177,1,10519.628737186189,10511.822625545241,2.5826
8082,0.22923851,-0.09500188,1,10519.628737186189,10530.03688604079,2.4138
8083,0.26450622,-0.24938011,1,10519.628737186189,10587.281704741077,1.8833
8095,0.2532351,0.0028699636,1,10658.858061842624,10654.273858938872,1.2625
8096,0.29699636,-0.021463633,0,10604.873615266524,10604.873615266524,1.7203
8097,0.21010685,-0.02909267,0,10604.873615266524,10604.873615266524,1.7203
8098,0.3602754,-0.048690617,1,10604.773615266524,10598.585094323023,1.7785
8170,-0.22547781,-0.13858473,0,10528.36011618796,10528.36011618796,2.4294
8173,0.23582983,-0.057290256,0,10528.36011618796,10528.36011618796,2.4294
8174,0.22030044,-0.065099,0,10528.36011618796,10528.36011618796,2.4294
8180,0.24933147,0.0048496723,0,10528.36011618796,10528.36011618796,2.4294
8202,0.24133933,-0.09355092,0,10528.36011618796,10528.36011618796,2.4294
8203,0.39811778,-0.067766726,1,10528.26011618796,10521.832801500996,2.4898
8204,0.32595074,-0.01911676,1,10528.26011618796,10542.828696145081,2.2953
8205,-0.21689087,-0.25745332,0,10444.429568913687,10444.429568913687,3.2072
8216,0.37764072,-0.014283121,1,10444.329568913687,10439.501292558833,3.2528
8217,0.47151017,-0.0015141964,1,10444.329568913687,10426.947774036207,3.3692
8219,0.267442,-0.3878057,1,10444.329568913687,10452.37669617178,3.1335
8222,0.40865874,-0.15463525,1,10444.329568913687,10442.72014346207,3.223
8230,0.22682118,-0.018767953,0,10365.44472999221,10365.44472999221,3.9392
8240,0.24852562,-0.0016111732,0,10365.44472999221,10365.44472999221,3.9392
8242,0.23377168,-0.008808613,0,10365.44472999221,10365.44472999221,3.9392
8243,0.23350179,-0.011895835,0,10365.44472999221,10365.44472999221,3.9392
8246,-0.2845589,-0.11088222,-1,10365.34472999221,10359.263122837478,3.9964
8247,-0.32187927,-0.0018991828,-1,10365.34472999221,10363.722968084283,3.9551
8248,-0.34253412,-0.5908037,-1,10365.34472999221,10347.505349004994,4.1054
8249,-0.21152562,-0.6842612,-1,10365.34472999221,10347.099908528011,4.1092
8251,0.3492186,-0.5672141,-1,10365.34472999221,10342.234622804224,4.1543
8252,0.34336674,-0.32707012,0,10306.35314059129,10306.35314059129,4.4868
8274,-0.2756089,-0.13390917,-1,10306.25314059129,10299.443668549071,4.5508
8275,-0.3170327,-0.019480884,0,10249.442688124756,10249.442688124756,5.0142
8276,-0.3363273,-0.08431268,-1,10249.342688124756,10242.273301582152,5.0806
8279,-0.24106717,0.08076191,0,10180.399337461631,10180.399337461631,5.654
8280,-0.23513651,0.041822195,0,10180.399337461631,10180.399337461631,5.654
8281,-0.33363414,0.006631613,-1,10180.29933746163,10174.737769903784,5.7065
8282,-0.28172213,0.0034259558,-1,10180.29933746163,10190.310159065753,5.5622
8283,-0.44550186,-0.55828685,-1,10180.29933746163,10188.085532042613,5.5828
8284,-0.2944324,-0.5441339,0,10112.368762290787,10112.368762290787,6.2845
8285,-0.40397936,-0.07441956,-1,10112.268762290787,10106.138790608138,6.3423
8286,-0.3997215,-0.1303801,0,10030.56499686347,10030.56499686347,7.0426
8290,-0.22525752,-0.14009142,0,10030.56499686347,10030.56499686347,7.0426
8291,-0.23385584,-0.1301558,0,10030.56499686347,10030.56499686347,7.0426
8292,-0.20184684,-0.14407802,0,10030.56499686347,10030.56499686347,7.0426
8295,-0.2947502,-0.061728954,-1,10030.46499686347,10026.447738067785,7.0808
8297,-0.3976041,-0.47139752,-1,10030.46499686347,10087.242254509134,6.5174
8300,-0.22591412,-0.2510864,-1,10030.46499686347,10015.467230692919,7.1825
8307,-0.24799699,-0.035290003,0,9971.334773351762,9971.334773351762,7.5915
8308,-0.24490517,0.0773648,0,9971.334773351762,9971.334773351762,7.5915
8311,-0.36309266,-0.06854248,-1,9971.234773351762,9964.45840187333,7.6553
8312,-0.38169843,-0.055077016,-1,9971.234773351762,10023.63871278498,7.1068
8313,-0.42659748,-0.715632,-1,9971.234773351762,10020.024647996479,7.1403
8314,-0.4835379,-0.6620329,-1,9971.234773351762,10033.125632854788,7.0189
8315,-0.45913845,-0.6963663,-1,9971.234773351762,9971.234773351762,7.5925
8316,-0.43012625,-0.5306339,0,10111.09232603853,10111.09232603853,6.2963
8323,-0.24970824,0.0033580065,0,10111.09232603853,10111.09232603853,6.2963
8324,-0.39653903,-0.053306043,-1,10110.99232603853,10104.704178306674,6.3555
8325,-0.42735672,-0.16477549,-1,10110.99232603853,10108.057857096996,6.3245
8326,-0.51217496,-0.44144213,-1,10110.99232603853,10172.196963961924,5.7301
8328,0.30858457,-0.45557034,-1,10110.99232603853,10146.625163185712,5.967
8329,0.7905755,-0.17773521,-1,10110.99232603853,10185.192469274423,5.6096
8330,0.6401229,-0.1495176,-1,10110.99232603853,10180.16195108894,5.6562
8331,0.449378,-0.17794251,-1,10110.99232603853,10232.143972338945,5.1745
8332,0.33872557,-0.15212059,0,10267.095486177579,10267.095486177579,4.8506
8334,-0.40074497,-0.034838736,-1,10266.995486177579,10258.927864765894,4.9263
8335,-0.39936566,-0.06874311,-1,10266.995486177579,10230.422269111275,5.1905
8336,-0.62806416,-0.53828937,-1,10266.995486177579,10242.25478051508,5.0808
8337,-0.25438333,-0.5193883,0,10184.705747778391,10184.705747778391,5.6141
8339,0.21766424,-0.03652203,0,10184.705747778391,10184.705747778391,5.6141
8340,0.21723628,-0.036489844,0,10184.705747778391,10184.705747778391,5.6141
8345,0.26046968,0.025128484,1,10184.60574777839,10180.156151378096,5.6563
8349,0.23050153,-0.53160864,1,10184.60574777839,10158.204809136641,5.8597
8350,0.50145364,0.096321106,1,10184.60574777839,10179.266232098034,5.6645
8351,0.5311754,0.056751013,1,10184.60574777839,10196.174698419156,5.5079
8352,0.5583805,-0.036961198,1,10184.60574777839,10201.514214099509,5.4584
8353,0.44578934,-0.14333433,1,10184.60574777839,10211.599965940179,5.3649
8354,0.31187463,-0.14356619,1,10184.60574777839,10174.223356177703,5.7113
8362,0.30187583,0.054519653,1,10291.951247999652,10285.65647214773,4.6786
8363,0.24608564,0.051539898,1,10291.951247999652,10275.584830784654,4.7719
8366,0.3081088,0.05785489,1,10229.712817804246,10222.760107320853,5.2615
8368,-0.3332324,-0.70634836,0,10166.674909421477,10166.674909421477,5.7812
8370,-0.25312394,0.057478666,-1,10166.574909421477,10159.869946046829,5.8443
8372,-0.29490238,-0.8263849,-1,10166.574909421477,10179.09084105416,5.6662
8373,-0.43534833,-0.8043542,-1,10166.574909421477,10187.583794662047,5.5875
8374,-0.46275246,-0.80584985,-1,10166.574909421477,10147.35401441415,5.9603
8376,0.32975137,-0.3878343,-1,10166.574909421477,10200.099726294726,5.4715
8407,0.33546662,-0.007600546,1,10272.370406525972,10268.631450692023,4.8364
8408,0.24203682,0.026863933,1,10272.370406525972,10300.537207141731,4.5407
8411,0.33302283,-0.056144476,0,10409.6894045286,10409.6894045286,3.5291
8457,-0.26114362,-0.031468928,-1,10409.5894045286,10404.524018148553,3.577
8459,-0.45838106,-0.20138794,-1,10409.5894045286,10436.26710613019,3.2828
8460,-0.31442904,-0.2947405,-1,10409.5894045286,10417.356330311342,3.4581
8462,0.3124336,0.07775509,-1,10409.5894045286,10460.58096075442,3.0575
8463,0.37694025,0.017666817,0,10516.615447696897,10516.615447696897,2.5382
8479,0.20113909,-0.12237948,0,10516.615447696897,10516.615447696897,2.5382
8490,0.2588706,-0.060969472,1,10516.515447696896,10512.818629466408,2.5734
8491,0.35670304,-0.036251903,1,10516.515447696896,10512.32572036901,2.578
8506,0.37154508,-0.04721123,1,10621.99343271421,10615.566265841077,1.6212
8507,0.36978924,-0.08090252,1,10621.99343271421,10578.2886979769,1.9666
8508,0.20825446,-0.14321959,0,10543.061702400815,10543.061702400815,2.2931
8510,0.45863605,-0.050004184,1,10542.961702400815,10534.5418026786,2.3721
8511,0.38819957,-0.059592903,1,10542.961702400815,10514.895369993428,2.5541
8512,0.22289741,-0.30071163,1,10542.961702400815,10569.34405486376,2.0495
8514,0.3862102,-0.09597272,1,10542.961702400815,10607.514266937804,1.6958
8515,0.37557077,0.17315173,1,10542.961702400815,10581.131914474858,1.9403
8516,0.41033387,0.16031003,0,10446.253139877075,10446.253139877075,3.1903
8545,0.2106309,-0.16920555,0,10446.253139877075,10446.253139877075,3.1903
8547,0.24611175,-0.032401443,0,10446.253139877075,10446.253139877075,3.1903
8551,0.440279,-0.037890136,1,10446.153139877075,10439.40605045088,3.2537
8552,0.46127164,-0.034757853,0,10354.167820699935,10354.167820699935,4.0437
8553,0.29986453,-0.06668872,1,10354.067820699935,10350.02555156593,4.0821
8555,-0.28794736,-0.38145196,1,10354.067820699935,10365.925143493017,3.9347
8573,-0.24606586,-0.10064846,0,10291.970867241367,10291.970867241367,4.6201
8578,-0.35130477,0.002530098,-1,10291.870867241367,10284.463258702732,4.6896
8580,-0.4650703,-0.6639035,-1,10291.870867241367,10279.031012441066,4.74
8582,0.5398755,-0.021791399,-1,10291.870867241367,10270.635722763947,4.8178
8583,0.68080974,0.26958036,-1,10291.870867241367,10302.241519195459,4.5249
8584,0.6655843,0.124861,-1,10291.870867241367,10271.623403902431,4.8086
8585,0.44097328,-0.29130733,-1,10291.870867241367,10277.055650164099,4.7583
8586,0.42663455,-0.13751817,-1,10291.870867241367,10322.488982534393,4.3372
8587,0.28681147,-0.14744198,-1,10291.870867241367,10321.995141965152,4.3418
8590,-0.36097884,-0.17195117,-1,10219.458498173737,10210.333653392348,5.3766
8591,-0.30295098,-0.20333362,-1,10219.458498173737,10257.174523270147,4.9425
8592,-0.65043736,-0.4959576,0,10354.333563450418,10354.333563450418,4.0421
8593,-0.31312305,-0.08010453,-1,10354.233563450418,10346.553271284329,4.1142
8595,-0.54690725,0.18333077,-1,10354.233563450418,10329.144609041197,4.2756
8608,-0.26670194,-0.05471182,-1,10289.289953876716,10283.95400898819,4.6944
8609,-0.20933437,-0.10553706,-1,10289.289953876716,10313.479570704701,4.4207
8610,-0.42115927,-0.7139459,0,10234.405949309019,10234.405949309019,5.1535
8646,-0.35582298,-0.1142931,-1,10234.305949309019,10227.325175837685,5.2192
8650,0.20955789,-0.17028624,0,10161.47321275809,10161.47321275809,5.8294
8663,0.21577632,-0.27907944,0,10161.47321275809,10161.47321275809,5.8294
8665,-0.21344274,-0.26309955,0,10161.47321275809,10161.47321275809,5.8294
8667,0.2206409,-0.24549532,0,10161.47321275809,10161.47321275809,5.8294
8678,-0.26550472,-0.21906638,-1,10161.37321275809,10155.821394959048,5.8818
8680,-0.24394703,-0.30051053,-1,10161.37321275809,10149.8994559734,5.9367
8682,0.4607414,-0.054172873,-1,10161.37321275809,10150.63969834661,5.9298
8683,0.70741916,0.11167407,-1,10161.37321275809,10157.67200089206,5.8647
8684,0.6512008,0.10048807,-1,10161.37321275809,10147.308607667183,5.9607
8685,0.42155313,-0.12981057,-1,10161.37321275809,10201.346300911195,5.4599
8686,0.3987422,-0.15546381,0,10257.46950848268,10257.46950848268,4.9398
8688,-0.37749964,-0.06673163,-1,10257.36950848268,10249.79112898786,5.011
8689,-0.3607664,-0.09967518,0,10407.08919780801,10407.08919780801,3.5532
8690,-0.2570902,-0.16190976,-1,10406.98919780801,10402.777295567059,3.5932
8699,0.21911132,-0.049172997,0,10353.477982670576,10353.477982670576,4.0501
8700,0.24683225,0.02946651,0,10353.477982670576,10353.477982670576,4.0501
8701,0.29175973,0.001159668,1,10353.377982670576,10350.509554607142,4.0776
8702,0.23120332,0.0010312796,0,10292.963423982148,10292.963423982148,4.6109
8709,0.39176655,-0.019653797,1,10292.863423982148,10288.529687351172,4.652
8710,0.48175526,0.017049909,1,10292.863423982148,10300.086318367106,4.5449
8721,0.21109414,0.023223162,0,10452.575919354253,10452.575919354253,3.1317
8731,0.22072983,0.03914225,0,10452.575919354253,10452.575919354253,3.1317
8732,0.2627002,0.04309094,1,10452.475919354252,10450.418336143088,3.1517
8733,0.2660277,0.042410016,0,10397.558043646755,10397.558043646755,3.6415
8734,0.2649337,0.04236126,1,10397.458043646755,10395.208464212315,3.6633
8748,0.22337401,-0.048130274,0,10342.364772069035,10342.364772069035,4.153
8749,0.22649777,-0.044203043,0,10342.364772069035,10342.364772069035,4.153
8750,0.23176098,-0.038687468,0,10342.364772069035,10342.364772069035,4.153
8751,0.28924608,-0.0057866573,1,10342.264772069035,10336.442597988027,4.2079
8752,0.27900994,0.00079107285,1,10342.264772069035,10341.488482191568,4.1612
8759,-0.24173307,-0.14867282,0,10282.435002227043,10282.435002227043,4.7084
8777,0.22713482,-0.23899919,0,10282.435002227043,10282.435002227043,4.7084
8778,-0.22769785,-0.23415524,0,10282.435002227043,10282.435002227043,4.7084
8779,-0.25638175,-0.034228086,-1,10282.335002227042,10277.962111049646,4.7499
8780,-0.34306657,-0.13223457,0,10229.610428602433,10229.610428602433,5.198
8781,-0.29339206,-0.070632935,-1,10229.510428602433,10224.90487387248,5.2416
8783,-0.4448005,-0.09419364,-1,10229.510428602433,10247.011536576256,5.0367
8787,0.34277177,-0.06852561,0,10345.322095104963,10345.322095104963,4.1256
8797,-0.2654838,-0.21109629,-1,10345.222095104962,10340.55379699705,4.1698
8798,-0.22780848,-0.07071054,0,10290.291787368515,10290.291787368515,4.6356
8800,-0.31313038,-0.09968293,-1,10290.191787368514,10284.859536599755,4.686
8801,-0.29933596,-0.14930081,-1,10290.191787368514,10282.371152907666,4.709
8803,0.24096298,-0.36617738,-1,10290.191787368514,10332.138826749424,4.2478
8804,0.4436102,-0.38293397,-1,10290.191787368514,10330.005926441918,4.2676
8805,0.726087,-0.22771049,-1,10290.191787368514,10338.18204428735,4.1918
8806,0.5612583,-0.23895162,-1,10290.191787368514,10339.2484944411,4.1819
8807,0.37452614,-0.16979015,-1,10290.191787368514,10363.065881208226,3.9612
8808,0.30442166,-0.15476888,-1,10290.191787368514,10356.311696901132,4.0238
8809,0.21941328,-0.10346854,-1,10290.191787368514,10345.291711979027,4.1259
8821,-0.23631871,-0.15315223,0,10412.655933484155,10412.655933484155,3.5016
8822,-0.28560114,-0.02123034,-1,10412.555933484155,10406.582600695827,3.5579
8823,-0.25828898,-0.076502085,-1,10412.555933484155,10395.83060167683,3.6576
8827,-0.2732209,-0.15767425,-1,10352.978605577506,10348.191963689578,4.099
8829,-0.391895,-0.5747818,-1,10352.978605577506,10408.184542018282,3.5431
8830,-0.27370095,-0.3549353,-1,10352.978605577506,10417.757825794137,3.4544
8831,-0.3515314,-0.25205946,-1,10352.978605577506,10397.015710946447,3.6466
8832,-0.3784265,-0.19937086,-1,10352.978605577506,10383.932223119444,3.7678
8833,-0.28291202,-0.24937081,0,10457.205510410844,10457.205510410844,3.0888
8862,0.27078724,0.046009183,1,10457.105510410844,10455.516380694633,3.1044
8905,-0.272094,-0.12539333,-1,10400.371954238824,10393.794419230107,3.6764
8906,-0.31232148,-0.08094156,-1,10400.371954238824,10368.361283863067,3.9121
8907,-0.4928161,-0.42471278,-1,10400.371954238824,10383.270363216161,3.774
8908,-0.48331952,-0.55122524,-1,10400.371954238824,10361.783748854352,3.9731
8912,0.21238244,-0.28425145,0,10343.773831568576,10343.773831568576,4.14
8913,0.22059703,-0.25469542,0,10343.773831568576,10343.773831568576,4.14
8914,0.21684277,-0.18068618,0,10343.773831568576,10343.773831568576,4.14
8915,0.22546268,-0.21293002,0,10343.773831568576,10343.773831568576,4.14
